,gw,kickoff,team_h,team_a,score_h,score_a,id,time,type,text,playerIds,game_id,time_in_seconds,on_name,off_name,on_id,off_id,on_opta_id,off_opta_id,on_fpl_id,off_fpl_id,team_code,team_id,team_short,missing
40,5,"Wed 31 Aug 2022, 19:30 BST",Manchester City,Nottingham Forest,6,0,1714895,75,substitution,"Substitution, Manchester City. Rico Lewis replaces John Stones.","[99281, 4505]",74959,4479,Rico Lewis,John Stones,99281,4505,p477064,p97299,573,302,11,13,MCI,False
41,5,"Wed 31 Aug 2022, 19:30 BST",Manchester City,Nottingham Forest,6,0,1714869,69,substitution,"Substitution, Nottingham Forest. Harry Toffolo replaces Renan Lodi.","[10933, 65999]",74959,4110,Harry Toffolo,Renan Lodi,10933,65999,p114241,p233420,523,602,15,16,NFO,False
42,5,"Wed 31 Aug 2022, 19:30 BST",Manchester City,Nottingham Forest,6,0,1714870,69,substitution,"Substitution, Nottingham Forest. Jack Colback replaces Ryan Yates.","[3713, 14238]",74959,4103,Jack Colback,Ryan Yates,3713,14238,p58771,p204968,381,387,15,16,NFO,False
43,5,"Wed 31 Aug 2022, 19:30 BST",Manchester City,Nottingham Forest,6,0,1714872,69,substitution,"Substitution, Manchester City. Kevin De Bruyne replaces Erling Haaland.","[4288, 65970]",74959,4087,Kevin De Bruyne,Erling Haaland,4288,65970,p61366,p223094,301,318,11,13,MCI,False
44,5,"Wed 31 Aug 2022, 19:30 BST",Manchester City,Nottingham Forest,6,0,1714871,68,substitution,"Substitution, Manchester City. Sergio Gómez replaces João Cancelo.","[49139, 5051]",74959,4054,Sergio Gómez,João Cancelo,49139,5051,p437468,p121145,587,306,11,13,MCI,False
45,5,"Wed 31 Aug 2022, 19:30 BST",Manchester City,Nottingham Forest,6,0,1714835,58,substitution,"Substitution, Nottingham Forest. Emmanuel Dennis replaces Morgan Gibbs-White.","[20701, 15259]",74959,3457,Emmanuel Dennis,Morgan Gibbs-White,20701,15259,p230251,p222531,585,493,15,16,NFO,False
46,5,"Wed 31 Aug 2022, 19:30 BST",Manchester City,Nottingham Forest,6,0,1714836,58,substitution,"Substitution, Nottingham Forest. Taiwo Awoniyi replaces Brennan Johnson.","[15340, 49374]",74959,3444,Taiwo Awoniyi,Brennan Johnson,15340,49374,p210156,p242898,397,394,15,16,NFO,False
47,5,"Wed 31 Aug 2022, 19:30 BST",Manchester City,Nottingham Forest,6,0,1714819,55,substitution,"Substitution, Manchester City. Cole Palmer replaces Phil Foden.","[49293, 14805]",74959,3251,Cole Palmer,Phil Foden,49293,14805,p244851,p209244,316,314,11,13,MCI,False
48,5,"Wed 31 Aug 2022, 19:30 BST",Manchester City,Nottingham Forest,6,0,1714807,55,substitution,"Substitution, Manchester City. Riyad Mahrez replaces Rodri.","[8983, 16286]",74959,3249,Riyad Mahrez,Rodri,8983,16286,p103025,p220566,303,315,11,13,MCI,False
49,5,"Wed 31 Aug 2022, 19:45 BST",West Ham United,Tottenham Hotspur,1,1,1715023,85,substitution,"Substitution, West Ham United. Emerson replaces Pablo Fornals.","[16803, 25246]",74957,5042,Emerson,Pablo Fornals,16803,25246,p109533,p217593,545,469,25,19,WHU,False
50,5,"Wed 31 Aug 2022, 19:45 BST",West Ham United,Tottenham Hotspur,1,1,1715017,76,substitution,"Substitution, Tottenham Hotspur. Richarlison replaces Dejan Kulusevski.","[24630, 49316]",74957,4537,Richarlison,Dejan Kulusevski,24630,49316,p212319,p445044,454,446,21,18,TOT,False
51,5,"Wed 31 Aug 2022, 19:45 BST",West Ham United,Tottenham Hotspur,1,1,1715003,72,substitution,"Substitution, West Ham United. Angelo Ogbonna replaces Aaron Cresswell.","[5514, 8897]",74957,4297,Angelo Ogbonna,Aaron Cresswell,5514,8897,p40669,p55459,456,457,25,19,WHU,False
52,5,"Wed 31 Aug 2022, 19:45 BST",West Ham United,Tottenham Hotspur,1,1,1714992,68,substitution,"Substitution, West Ham United. Lucas Paquetá replaces Saïd Benrahma.","[55776, 20517]",74957,4020,Lucas Paquetá,Saïd Benrahma,55776,20517,p224024,p172841,603,464,25,19,WHU,False
53,5,"Wed 31 Aug 2022, 20:00 BST",Liverpool,Newcastle United,2,1,1715052,84,substitution,"Substitution, Newcastle United. Elliot Anderson replaces Miguel Almirón.","[51593, 54312]",74958,5022,Elliot Anderson,Miguel Almirón,51593,54312,p215379,p179018,552,369,23,15,NEW,False
54,5,"Wed 31 Aug 2022, 20:00 BST",Liverpool,Newcastle United,2,1,1715010,71,substitution,"Substitution, Liverpool. Fábio Carvalho replaces Trent Alexander-Arnold.","[32289, 14732]",74958,4239,Fábio Carvalho,Trent Alexander-Arnold,32289,14732,p244858,p169187,296,285,10,12,LIV,False
55,5,"Wed 31 Aug 2022, 20:00 BST",Liverpool,Newcastle United,2,1,1715009,71,substitution,"Substitution, Liverpool. Kostas Tsimikas replaces Andrew Robertson.","[16006, 10458]",74958,4231,Kostas Tsimikas,Andrew Robertson,16006,10458,p214285,p122798,292,284,10,12,LIV,False
56,5,"Wed 31 Aug 2022, 20:00 BST",Liverpool,Newcastle United,2,1,1715011,71,substitution,"Substitution, Liverpool. James Milner replaces Jordan Henderson because of an injury.","[2100, 3712]",74958,4222,James Milner,Jordan Henderson,2100,3712,p15157,p56979,274,275,10,12,LIV,False
57,5,"Wed 31 Aug 2022, 20:00 BST",Liverpool,Newcastle United,2,1,1714977,64,substitution,"Substitution, Newcastle United. Chris Wood replaces Alexander Isak.","[3756, 21737]",74958,3821,Chris Wood,Alexander Isak,3756,21737,p60689,p219168,354,594,23,15,NEW,False
58,5,"Wed 31 Aug 2022, 20:00 BST",Liverpool,Newcastle United,2,1,1714976,64,substitution,"Substitution, Newcastle United. Jacob Murphy replaces Ryan Fraser.","[9662, 8052]",74958,3819,Jacob Murphy,Ryan Fraser,9662,8052,p114243,p90105,365,359,23,15,NEW,False
59,5,"Thu 1 Sep 2022, 20:00 BST",Leicester City,Manchester United,0,1,1715157,87,substitution,"Substitution, Leicester City. Patson Daka replaces Jamie Vardy.","[24994, 8979]",74956,5211,Patson Daka,Jamie Vardy,24994,8979,p245419,p101668,271,255,26,10,LEI,False
60,5,"Thu 1 Sep 2022, 20:00 BST",Leicester City,Manchester United,0,1,1715154,87,substitution,"Substitution, Manchester United. Fred replaces Marcus Rashford.","[5906, 13565]",74956,5195,Fred,Marcus Rashford,5906,13565,p101582,p176297,331,335,12,14,MUN,False
61,5,"Thu 1 Sep 2022, 20:00 BST",Leicester City,Manchester United,0,1,1715143,76,substitution,"Substitution, Leicester City. Kelechi Iheanacho replaces Youri Tielemans.","[13554, 5865]",74956,4530,Kelechi Iheanacho,Youri Tielemans,13554,5865,p173515,p166989,262,259,26,10,LEI,False
62,5,"Thu 1 Sep 2022, 20:00 BST",Leicester City,Manchester United,0,1,1715133,68,substitution,"Substitution, Manchester United. Cristiano Ronaldo replaces Jadon Sancho.","[2522, 14801]",74956,4065,Cristiano Ronaldo,Jadon Sancho,2522,14801,p14937,p209243,326,340,12,14,MUN,False
63,5,"Thu 1 Sep 2022, 20:00 BST",Leicester City,Manchester United,0,1,1715129,59,substitution,"Substitution, Manchester United. Casemiro replaces Anthony Elanga.","[5793, 49259]",74956,3507,Casemiro,Anthony Elanga,5793,49259,p61256,p449434,593,344,12,14,MUN,False
