,gw,kickoff,team_h,team_a,score_h,score_a,id,time,type,text,playerIds,game_id,time_in_seconds,on_name,off_name,on_id,off_id,on_opta_id,off_opta_id,on_fpl_id,off_fpl_id,team_code,team_id,team_short,missing
39,6,"Sat 3 Sep 2022, 15:00 BST",Tottenham Hotspur,Fulham,2,1,1715818,85,substitution,"Substitution, Fulham. Carlos Vinícius replaces João Palhinha.","[50501, 19858]",74969,5050,Carlos Vinícius,João Palhinha,50501,19858,p245824,p154296,618,220,34,9,FUL,False
40,6,"Sat 3 Sep 2022, 15:00 BST",Tottenham Hotspur,Fulham,2,1,1715820,84,substitution,"Substitution, Tottenham Hotspur. Ivan Perisic replaces Son Heung-Min.","[12901, 4999]",74969,5027,Ivan Perisic,Son Heung-Min,12901,4999,p45034,p85971,448,428,21,18,TOT,False
41,6,"Sat 3 Sep 2022, 15:00 BST",Tottenham Hotspur,Fulham,2,1,1715764,78,substitution,"Substitution, Tottenham Hotspur. Dejan Kulusevski replaces Harry Kane.","[49316, 3960]",74969,4666,Dejan Kulusevski,Harry Kane,49316,3960,p445044,p78830,446,427,21,18,TOT,False
42,6,"Sat 3 Sep 2022, 15:00 BST",Tottenham Hotspur,Fulham,2,1,1715671,61,substitution,"Substitution, Fulham. Tom Cairney replaces Andreas Pereira.","[3894, 10476]",74969,3624,Tom Cairney,Andreas Pereira,3894,10476,p76357,p156689,200,346,34,9,FUL,False
43,6,"Sat 3 Sep 2022, 15:00 BST",Tottenham Hotspur,Fulham,2,1,1715672,60,substitution,"Substitution, Fulham. Willian replaces Neeskens Kebano.","[4748, 20178]",74969,3593,Willian,Neeskens Kebano,4748,20178,p47431,p92259,614,204,34,9,FUL,False
44,6,"Sat 3 Sep 2022, 15:00 BST",Tottenham Hotspur,Fulham,2,1,1715670,60,substitution,"Substitution, Fulham. Daniel James replaces Bobby De Cordova-Reid.","[13797, 8192]",74969,3593,Daniel James,Bobby De Cordova-Reid,13797,8192,p200617,p96994,231,205,34,9,FUL,False
45,6,"Sat 3 Sep 2022, 15:00 BST",Tottenham Hotspur,Fulham,2,1,1715441,29,substitution,"Substitution, Fulham. Kevin Mbabu replaces Antonee Robinson because of an injury.","[4706, 14624]",74969,1693,Kevin Mbabu,Antonee Robinson,4706,14624,p120721,p169528,532,217,34,9,FUL,False
46,6,"Sat 3 Sep 2022, 15:00 BST",Wolverhampton Wanderers,Southampton,1,0,1715778,83,substitution,"Substitution, Southampton. Sékou Mara replaces Adam Armstrong.","[127416, 9199]",74970,4953,Sékou Mara,Adam Armstrong,127416,9199,p476888,p155511,528,408,20,17,SOU,False
47,6,"Sat 3 Sep 2022, 15:00 BST",Wolverhampton Wanderers,Southampton,1,0,1715779,82,substitution,"Substitution, Wolverhampton Wanderers. Hwang Hee-Chan replaces Daniel Podence.","[20337, 11362]",74970,4899,Hwang Hee-Chan,Daniel Podence,20337,11362,p184754,p200600,481,483,38,20,WOL,False
48,6,"Sat 3 Sep 2022, 15:00 BST",Wolverhampton Wanderers,Southampton,1,0,1715777,82,substitution,"Substitution, Wolverhampton Wanderers. Adama Traoré replaces Pedro Neto.","[4979, 21998]",74970,4875,Adama Traoré,Pedro Neto,4979,21998,p159533,p247632,491,486,38,20,WOL,False
49,6,"Sat 3 Sep 2022, 15:00 BST",Wolverhampton Wanderers,Southampton,1,0,1715732,73,substitution,"Substitution, Southampton. Samuel Edozie replaces Joe Aribo.","[66658, 13956]",74970,4351,Samuel Edozie,Joe Aribo,66658,13956,p490503,p193204,624,512,20,17,SOU,False
50,6,"Sat 3 Sep 2022, 15:00 BST",Wolverhampton Wanderers,Southampton,1,0,1715729,73,substitution,"Substitution, Southampton. Ainsley Maitland-Niles replaces Romain Perraud.","[10428, 21495]",74970,4350,Ainsley Maitland-Niles,Romain Perraud,10428,21495,p154043,p244560,21,417,20,17,SOU,False
51,6,"Sat 3 Sep 2022, 15:00 BST",Wolverhampton Wanderers,Southampton,1,0,1715613,56,substitution,"Substitution, Southampton. Moussa Djenepo replaces Ibrahima Diallo.","[52153, 49610]",74970,3341,Moussa Djenepo,Ibrahima Diallo,52153,49610,p431131,p240143,418,416,20,17,SOU,False
52,6,"Sat 3 Sep 2022, 15:00 BST",Wolverhampton Wanderers,Southampton,1,0,1715614,56,substitution,"Substitution, Southampton. Stuart Armstrong replaces Mohamed Elyounoussi.","[12186, 15967]",74970,3329,Stuart Armstrong,Mohamed Elyounoussi,12186,15967,p91047,p96787,405,406,20,17,SOU,False
53,6,"Sat 3 Sep 2022, 15:00 BST",Wolverhampton Wanderers,Southampton,1,0,1715553,46,substitution,"Substitution, Wolverhampton Wanderers. Gonçalo Guedes replaces Sasa Kalajdzic because of an injury.","[11130, 108319]",74970,2700,Gonçalo Guedes,Sasa Kalajdzic,11130,108319,p181284,p429414,579,608,38,20,WOL,False
54,6,"Sat 3 Sep 2022, 17:30 BST",Aston Villa,Manchester City,1,1,1715970,90 +1,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",74961,5419,Emiliano Buendía,Leon Bailey,26408,20489,p195546,p215711,42,45,2,2,AVL,False
55,6,"Sat 3 Sep 2022, 17:30 BST",Aston Villa,Manchester City,1,1,1715962,80,substitution,"Substitution, Manchester City. Nathan Aké replaces Kyle Walker.","[4499, 3955]",74961,4775,Nathan Aké,Kyle Walker,4499,3955,p126184,p58621,308,299,11,13,MCI,False
56,6,"Sat 3 Sep 2022, 17:30 BST",Aston Villa,Manchester City,1,1,1715958,73,substitution,"Substitution, Manchester City. Riyad Mahrez replaces Bernardo Silva.","[8983, 5067]",74961,4326,Riyad Mahrez,Bernardo Silva,8983,5067,p103025,p165809,303,311,11,13,MCI,False
57,6,"Sat 3 Sep 2022, 17:30 BST",Aston Villa,Manchester City,1,1,1715946,65,substitution,"Substitution, Aston Villa. Philippe Coutinho replaces John McGinn.","[4525, 51423]",74961,3884,Philippe Coutinho,John McGinn,4525,51423,p84583,p122806,29,37,2,2,AVL,False
58,6,"Sat 3 Sep 2022, 17:30 BST",Aston Villa,Manchester City,1,1,1715916,27,substitution,"Substitution, Aston Villa. Ashley Young replaces Matty Cash because of an injury.","[3062, 13344]",74961,1562,Ashley Young,Matty Cash,3062,13344,p18892,p199796,538,43,2,2,AVL,False
59,6,"Sun 4 Sep 2022, 14:00 BST",Brighton and Hove Albion,Leicester City,5,2,1716568,90 +3,substitution,"Substitution, Brighton and Hove Albion. Tariq Lamptey replaces Solly March.","[23704, 8171]",74963,5545,Tariq Lamptey,Solly March,23704,8171,p232792,p109345,114,107,131,5,BHA,False
60,6,"Sun 4 Sep 2022, 14:00 BST",Brighton and Hove Albion,Leicester City,5,2,1716569,90 +3,substitution,"Substitution, Brighton and Hove Albion. Billy Gilmour replaces Moisés Caicedo.","[24221, 112203]",74963,5528,Billy Gilmour,Moisés Caicedo,24221,112203,p243568,p486672,149,120,131,5,BHA,False
61,6,"Sun 4 Sep 2022, 14:00 BST",Brighton and Hove Albion,Leicester City,5,2,1716566,89,substitution,"Substitution, Brighton and Hove Albion. Pervis Estupiñán replaces Leandro Trossard.","[31904, 20486]",74963,5300,Pervis Estupiñán,Leandro Trossard,31904,20486,p204214,p116216,586,111,131,5,BHA,False
62,6,"Sun 4 Sep 2022, 14:00 BST",Brighton and Hove Albion,Leicester City,5,2,1716559,84,substitution,"Substitution, Brighton and Hove Albion. Deniz Undav replaces Enock Mwepu.","[114957, 25467]",74963,5015,Deniz Undav,Enock Mwepu,114957,25467,p450434,p423649,123,118,131,5,BHA,False
63,6,"Sun 4 Sep 2022, 14:00 BST",Brighton and Hove Albion,Leicester City,5,2,1716545,72,substitution,"Substitution, Leicester City. Daniel Amartey replaces Youri Tielemans.","[12306, 5865]",74963,4309,Daniel Amartey,Youri Tielemans,12306,5865,p155569,p166989,257,259,26,10,LEI,False
64,6,"Sun 4 Sep 2022, 14:00 BST",Brighton and Hove Albion,Leicester City,5,2,1716549,72,substitution,"Substitution, Leicester City. Kiernan Dewsbury-Hall replaces Boubakary Soumaré.","[14706, 50247]",74963,4294,Kiernan Dewsbury-Hall,Boubakary Soumaré,14706,50247,p215413,p225902,266,269,26,10,LEI,False
65,6,"Sun 4 Sep 2022, 14:00 BST",Brighton and Hove Albion,Leicester City,5,2,1716546,72,substitution,"Substitution, Leicester City. Jamie Vardy replaces Kelechi Iheanacho.","[8979, 13554]",74963,4289,Jamie Vardy,Kelechi Iheanacho,8979,13554,p101668,p173515,255,262,26,10,LEI,False
66,6,"Sun 4 Sep 2022, 14:00 BST",Brighton and Hove Albion,Leicester City,5,2,1716523,46,substitution,"Substitution, Leicester City. Timothy Castagne replaces Harvey Barnes.","[6712, 14716]",74963,2700,Timothy Castagne,Harvey Barnes,6712,14716,p166477,p201666,258,264,26,10,LEI,False
67,6,"Sun 4 Sep 2022, 16:30 BST",Manchester United,Arsenal,3,1,1716654,80,substitution,"Substitution, Arsenal. Takehiro Tomiyasu replaces Ben White.","[115169, 14548]",74966,4790,Takehiro Tomiyasu,Ben White,115169,14548,p223723,p198869,14,10,1,1,ARS,False
68,6,"Sun 4 Sep 2022, 16:30 BST",Manchester United,Arsenal,3,1,1716658,80,substitution,"Substitution, Manchester United. Casemiro replaces Marcus Rashford because of an injury.","[5793, 13565]",74966,4760,Casemiro,Marcus Rashford,5793,13565,p61256,p176297,593,335,12,14,MUN,False
69,6,"Sun 4 Sep 2022, 16:30 BST",Manchester United,Arsenal,3,1,1716659,80,substitution,"Substitution, Manchester United. Harry Maguire replaces Lisandro Martínez because of an injury.","[9566, 67191]",74966,4756,Harry Maguire,Lisandro Martínez,9566,67191,p95658,p221820,330,533,12,14,MUN,False
70,6,"Sun 4 Sep 2022, 16:30 BST",Manchester United,Arsenal,3,1,1716648,74,substitution,"Substitution, Arsenal. Eddie Nketiah replaces Oleksandr Zinchenko.","[14451, 19620]",74966,4402,Eddie Nketiah,Oleksandr Zinchenko,14451,19620,p205533,p206325,11,313,1,1,ARS,False
71,6,"Sun 4 Sep 2022, 16:30 BST",Manchester United,Arsenal,3,1,1716647,74,substitution,"Substitution, Arsenal. Fábio Vieira replaces Albert Sambi Lokonga.","[67631, 31861]",74966,4388,Fábio Vieira,Albert Sambi Lokonga,67631,31861,p438098,p437742,25,18,1,1,ARS,False
72,6,"Sun 4 Sep 2022, 16:30 BST",Manchester United,Arsenal,3,1,1716650,73,substitution,"Substitution, Arsenal. Emile Smith Rowe replaces Martin Ødegaard.","[14445, 11419]",74966,4378,Emile Smith Rowe,Martin Ødegaard,14445,11419,p209289,p184029,12,7,1,1,ARS,False
73,6,"Sun 4 Sep 2022, 16:30 BST",Manchester United,Arsenal,3,1,1716637,67,substitution,"Substitution, Manchester United. Fred replaces Jadon Sancho.","[5906, 14801]",74966,3989,Fred,Jadon Sancho,5906,14801,p101582,p209243,331,340,12,14,MUN,False
74,6,"Sun 4 Sep 2022, 16:30 BST",Manchester United,Arsenal,3,1,1716629,58,substitution,"Substitution, Manchester United. Cristiano Ronaldo replaces Antony.","[2522, 75381]",74966,3450,Cristiano Ronaldo,Antony,2522,75381,p14937,p467169,326,609,12,14,MUN,False
